work_year,job_title,job_category,salary_currency,salary,salary_in_usd,employee_residence,experience_level,employment_type,work_setting,company_location,company_size
2023,data modeller,data architecture and modeling,gbp,90000,110736,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data modeller,data architecture and modeling,gbp,45000,55368,united kingdom,mid-level,full-time,in-person,united kingdom,m
2023,data engineer,data engineering,usd,151840,151840,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,163152,163152,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,108768,108768,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,285000,285000,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,193900,193900,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,345000,345000,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,234700,234700,united states,senior,full-time,in-person,united states,m
2023,ai scientist,machine learning and ai,usd,100000,100000,turkey,senior,full-time,remote,united states,s
2023,finance data analyst,data analysis,usd,40000,40000,nigeria,entry-level,full-time,in-person,nigeria,s
2023,data engineer,data engineering,usd,241000,241000,united states,senior,full-time,in-person,united states,m
2023,software data engineer,data engineering,usd,210000,210000,united states,senior,full-time,remote,united states,l
2023,machine learning research engineer,data science and research,usd,90000,90000,saudi arabia,mid-level,full-time,remote,saudi arabia,m
2023,data analyst,data analysis,eur,55000,59382,germany,mid-level,full-time,hybrid,germany,l
2023,analytics engineer,leadership and management,usd,90000,90000,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,84000,84000,united states,senior,full-time,in-person,united states,m
2023,data analyst,data analysis,usd,160000,160000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,221300,221300,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,147500,147500,united states,senior,full-time,in-person,united states,m
2023,machine learning engineer,machine learning and ai,usd,210000,210000,united states,senior,full-time,remote,united states,m
2023,machine learning engineer,machine learning and ai,usd,160000,160000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,192000,192000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,151000,151000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,169000,169000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,204500,204500,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,142200,142200,united states,senior,full-time,in-person,united states,m
2023,business intelligence engineer,bi and visualization,usd,210000,210000,united states,senior,full-time,in-person,united states,m
2023,business intelligence engineer,bi and visualization,usd,170000,170000,united states,senior,full-time,in-person,united states,m
2023,data engineer,data engineering,usd,72000,72000,colombia,mid-level,full-time,remote,colombia,m
2023,data engineer,data engineering,usd,60000,60000,colombia,mid-level,full-time,remote,colombia,m
2023,analytics engineer,leadership and management,usd,210000,210000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,159090,159090,united states,senior,full-time,remote,united states,m
2023,data analyst,data analysis,usd,94400,94400,united states,senior,full-time,remote,united states,m
2023,data architect,data architecture and modeling,usd,90000,90000,united states,mid-level,full-time,remote,united states,m
2023,data scientist,data science and research,usd,190000,190000,canada,mid-level,full-time,remote,canada,m
2023,data scientist,data science and research,usd,125000,125000,canada,mid-level,full-time,remote,canada,m
2023,data engineer,data engineering,usd,130002,130002,united states,entry-level,full-time,remote,united states,m
2023,data engineer,data engineering,usd,71908,71908,united states,entry-level,full-time,remote,united states,m
2023,data analyst,data analysis,usd,60000,60000,united states,mid-level,full-time,in-person,united states,m
2023,ai scientist,machine learning and ai,aud,121000,81838,australia,mid-level,full-time,remote,australia,l
2023,compliance data analyst,data analysis,usd,60000,60000,united states,entry-level,full-time,remote,united states,l
2023,data scientist,data science and research,usd,255000,255000,united states,senior,full-time,in-person,united states,m
2023,analytics engineer,leadership and management,usd,116990,116990,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,82920,82920,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,159000,159000,united states,senior,full-time,remote,united states,m
2023,analytics engineer,leadership and management,usd,105000,105000,united states,senior,full-time,remote,united states,m
2023,research scientist,data science and research,usd,155000,155000,united states,mid-level,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,102000,102000,united states,mid-level,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,374000,374000,united states,senior,full-time,in-person,united states,m
2023,research scientist,data science and research,usd,197500,197500,united states,senior,full-time,in-person,united states,m
2023,data scientist,data science and research,usd,187000,187000,united states,senior,full-time,in-person,united states,m
2023,applied scientist,data science and research,usd,20000,20000,nigeria,mid-level,full-time,remote,united states,l
2023,data scientist,data science and research,usd,195000,195000,united states,senior,full-time,remote,united states,m
2023,data scientist,data science and research,usd,119000,119000,united states,senior,full-time,remote,united states,m
2023,data science engineer,data science and research,usd,266450,266450,united states,senior,full-time,in-person,united states,m
2023,data science engineer,data science and research,usd,177700,177700,united states,senior,full-time,in-person,united states,m
2023,data operations specialist,data quality and operations,usd,55720,55720,united states,senior,full-time,remote,united states,m
2023,data operations specialist,data quality and operations,usd,50700,50700,united states,senior,full-time,remote,united states,m
2021,business data analyst,data analysis,usd,56000,56000,ghana,mid-level,part-time,remote,united states,m
2023,data architect,data architecture and modeling,usd,135000,135000,united states,mid-level,full-time,in-person,united states,m
2023,data architect,data architecture and modeling,usd,115000,115000,united states,mid-level,full-time,in-person,united states,m
